annee,saison,province,culture,altitude_m,pluviometrie_mm,temperature_moy_C,superficie_ha,utilisation_engrais,acces_irrigation,nb_menages,rendement_t_ha,production_totale_t,bonne_recolte
2018,A,Mwaro,Bananier,1933,735.1,18.2,2.57,1,0,125,7.67,19.71,1
2018,A,Bubanza,Maïs,778,858.5,23.5,1.04,0,0,57,1.03,1.07,1
2018,A,Bubanza,Haricot,816,894.3,22.3,2.57,0,0,29,0.67,1.72,1
2018,A,Bubanza,Manioc,808,,22.1,1.49,1,0,108,10.06,14.99,1
2018,A,Bubanza,Patate douce,742,1047.7,21.3,2.03,1,1,75,11.58,23.51,1
2018,A,Bubanza,Sorgho,738,927.1,23.3,1.01,0,1,123,0.86,0.87,1
2018,A,Bubanza,Bananier,770,781.4,22.9,2.7,0,1,67,7.96,21.49,1
2018,A,Cibitoke,Maïs,793,940.3,23.9,4.37,1,0,34,1.63,7.12,1
2018,A,Cibitoke,Haricot,801,764.7,23.7,4.32,0,0,84,0.5,2.16,0
2018,A,Cibitoke,Manioc,776,861.3,23.7,3.76,0,1,153,9.82,36.92,1
2018,A,Cibitoke,Patate douce,820,1005.4,23.3,3.25,0,0,134,6.14,19.95,1
2018,A,Cibitoke,Sorgho,848,1126.0,22.1,3.35,1,1,133,1.64,5.49,1
2018,A,Cibitoke,Bananier,790,944.4,24.5,2.96,0,1,88,6.63,19.62,1
2018,A,Makamba,Maïs,1101,910.0,22.8,0.42,0,0,139,1.0,0.42,0
2018,A,Makamba,Haricot,1067,856.2,23.8,1.47,0,0,25,,,
2018,A,Makamba,Manioc,1060,863.5,23.1,0.57,0,0,38,6.79,3.87,0
2018,A,Makamba,Patate douce,1114,1044.3,23.2,3.78,0,0,79,5.81,21.96,1
2018,A,Makamba,Sorgho,1148,944.8,21.5,2.75,0,0,75,0.96,2.64,1
2018,A,Makamba,Bananier,1102,871.9,22.3,2.36,0,0,96,7.25,17.11,1
2018,A,Rutana,Maïs,1185,,20.8,1.82,0,0,20,1.1,2.0,1
2018,A,Rutana,Haricot,1156,701.6,21.6,1.31,0,0,107,0.48,0.63,0
2018,A,Rutana,Manioc,1180,983.5,21.4,4.12,0,0,80,8.23,33.91,1
2018,A,Rutana,Patate douce,1170,1175.9,23.1,3.99,0,0,23,6.02,24.02,1
2018,A,Rutana,Sorgho,1212,788.8,22.1,3.83,0,0,40,0.89,3.41,1
2018,A,Rutana,Bananier,1220,745.1,21.9,0.41,1,0,176,,,
2018,A,Ruyigi,Maïs,1325,844.2,21.1,0.65,1,0,48,1.66,1.08,1
2018,A,Ruyigi,Haricot,1394,770.0,21.7,2.79,1,0,36,0.9,2.51,1
2018,A,Ruyigi,Manioc,1373,965.2,23.3,4.18,0,0,37,9.24,38.62,1
2018,A,Ruyigi,Patate douce,1354,904.8,21.1,4.32,1,0,18,7.83,33.83,1
2018,A,Ruyigi,Sorgho,1358,983.3,20.6,1.24,1,0,83,1.21,1.5,1
2018,A,Ruyigi,Bananier,1336,1052.9,21.5,1.06,0,1,82,8.16,8.65,1
2018,A,Cankuzo,Maïs,1424,867.9,20.4,0.34,1,0,116,1.48,0.5,1
2018,A,Cankuzo,Haricot,1362,743.1,21.2,4.21,0,0,170,0.62,2.61,1
2018,A,Cankuzo,Manioc,1445,926.8,21.1,2.42,0,0,109,10.13,24.51,1
2018,A,Cankuzo,Patate douce,1413,1107.7,22.8,0.85,1,0,51,7.99,6.79,1
2018,A,Cankuzo,Sorgho,1413,1078.3,20.2,3.44,0,0,82,0.82,2.82,1
2018,A,Cankuzo,Bananier,1390,787.1,21.3,4.29,0,0,177,5.3,22.74,1
2018,A,Bururi,Maïs,1879,999.1,20.6,0.99,0,0,141,1.63,1.61,1
2018,A,Bururi,Haricot,1942,975.7,19.8,0.69,0,0,58,0.84,0.58,1
2018,A,Bururi,Manioc,1934,810.3,19.0,4.38,0,0,121,8.95,39.2,1
2018,A,Bururi,Patate douce,1886,901.0,19.2,1.96,0,0,97,5.07,9.94,1
2018,A,Bururi,Sorgho,1934,779.2,19.7,1.43,0,0,26,0.88,1.26,1
2018,A,Bururi,Bananier,1922,701.2,20.7,3.67,1,0,33,9.06,33.25,1
2018,B,Bujumbura Rural,Maïs,832,826.5,25.1,3.94,1,0,118,1.38,5.44,1
2018,B,Bujumbura Rural,Haricot,855,877.3,23.0,4.1,0,1,39,0.63,2.58,1
2018,B,Bujumbura Rural,Manioc,849,586.7,23.3,2.08,0,0,126,6.88,14.31,1
2018,B,Bujumbura Rural,Patate douce,882,683.0,22.9,2.38,0,0,126,4.86,11.57,1
2018,B,Bujumbura Rural,Sorgho,816,678.7,22.7,1.34,0,0,26,0.64,0.86,0
2018,B,Bujumbura Rural,Bananier,832,703.2,22.6,3.53,1,0,61,8.55,30.18,1
2018,B,Gitega,Maïs,1780,712.0,21.1,2.21,0,0,82,1.13,2.5,1
2018,B,Gitega,Haricot,1767,938.6,20.0,2.12,1,0,18,1.29,2.73,1
2018,B,Gitega,Manioc,1774,883.6,19.9,2.34,0,0,107,7.82,18.3,1
2018,B,Gitega,Patate douce,1707,509.0,20.7,0.37,0,0,68,4.95,1.83,1
2018,B,Gitega,Sorgho,1770,829.0,19.3,0.66,0,0,123,1.11,0.73,1
2018,B,Gitega,Bananier,1750,758.2,21.0,1.32,,0,115,8.31,10.97,1
2018,B,Ngozi,Maïs,1691,653.4,20.7,2.38,0,0,89,1.42,3.38,1
2018,B,Ngozi,Haricot,1662,769.8,20.5,0.38,0,0,83,0.82,0.31,1
2018,B,Ngozi,Manioc,1663,643.1,19.7,2.18,0,0,64,6.73,14.67,0
2018,B,Ngozi,Patate douce,1677,767.7,21.2,2.27,0,0,114,4.75,10.78,1
2018,B,Ngozi,Sorgho,1694,675.5,21.0,4.38,1,0,37,1.27,5.56,1
2018,B,Ngozi,Bananier,1653,700.5,21.4,1.29,0,0,106,5.58,7.2,1
2018,B,Muyinga,Maïs,1514,776.1,21.0,2.11,0,0,72,0.89,1.88,0
2018,B,Muyinga,Haricot,1521,768.1,20.9,3.2,0,0,27,0.83,2.66,1
2018,B,Muyinga,Manioc,1546,778.1,21.1,2.86,0,0,158,8.61,24.62,1
2018,B,Muyinga,Patate douce,1470,751.1,20.9,3.5,0,0,54,4.54,15.89,0
2018,B,Muyinga,Sorgho,1475,642.8,21.4,3.53,1,0,102,1.02,3.6,1
2018,B,Muyinga,Bananier,1530,800.9,20.7,3.46,0,0,124,5.88,20.34,1
2018,B,Kirundo,Maïs,1446,764.1,20.5,0.43,1,1,147,1.92,0.83,1
2018,B,Kirundo,Haricot,1387,720.9,21.2,4.17,1,0,176,0.86,3.59,1
2018,B,Kirundo,Manioc,1417,554.6,22.1,3.24,0,0,95,7.29,23.62,1
2018,B,Kirundo,Patate douce,1469,732.0,20.2,4.03,0,0,128,6.11,24.62,1
2018,B,Kirundo,Sorgho,1431,770.0,19.6,0.65,0,0,47,0.7,0.45,0
2018,B,Kirundo,Bananier,1423,720.9,21.3,0.42,0,0,76,5.52,2.32,1
2018,B,Kayanza,Maïs,2014,787.6,19.5,1.87,0,0,27,,,
2018,B,Kayanza,Haricot,1993,521.8,20.8,4.45,0,0,175,0.68,3.03,1
2018,B,Kayanza,Manioc,1988,721.8,20.7,3.3,0,0,148,7.97,26.3,1
2018,B,Kayanza,Patate douce,2008,713.3,20.3,3.78,1,1,48,9.9,37.42,1
2018,B,Kayanza,Sorgho,2017,655.9,19.9,3.57,0,0,177,0.86,3.07,1
2018,B,Kayanza,Bananier,1970,808.6,19.7,3.29,1,0,150,8.8,28.95,1
2018,B,Muramvya,Maïs,1845,824.5,20.7,4.17,1,0,43,2.01,8.38,1
2018,B,Muramvya,Haricot,1797,841.5,19.7,3.62,1,0,27,1.2,4.34,1
2018,B,Muramvya,Manioc,1773,799.7,19.2,0.81,1,0,121,10.38,8.41,1
2018,B,Muramvya,Patate douce,1842,763.8,20.1,0.88,0,0,129,5.36,4.72,1
2018,B,Muramvya,Sorgho,1829,700.6,19.2,1.28,0,0,128,0.96,1.23,1
2018,B,Muramvya,Bananier,1848,610.4,19.6,0.82,0,0,173,4.81,3.94,0
2018,B,Mwaro,Maïs,1966,800.9,20.3,4.07,1,0,61,1.98,8.06,1
2018,B,Mwaro,Haricot,1974,740.2,18.1,2.85,0,1,20,,,
2018,B,Mwaro,Manioc,1967,727.0,20.0,0.78,1,0,51,11.62,9.06,1
2018,B,Mwaro,Patate douce,1907,912.2,19.1,0.41,1,0,96,7.72,3.17,1
2018,B,Mwaro,Sorgho,1915,826.7,19.8,2.81,1,0,144,1.38,3.88,1
2018,B,Mwaro,Bananier,1961,791.1,20.6,4.14,1,0,165,8.58,35.52,1
2018,B,Bubanza,Maïs,830,804.5,24.0,2.17,0,0,51,0.78,1.69,0
2018,B,Bubanza,Haricot,801,,23.3,2.25,0,1,57,0.83,1.87,1
2018,B,Bubanza,Manioc,806,711.4,24.5,4.5,0,1,145,9.27,41.71,1
2018,B,Bubanza,Patate douce,819,771.0,23.6,2.64,1,0,96,7.53,19.88,1
2018,B,Bubanza,Sorgho,826,692.1,22.6,3.08,1,1,168,1.2,3.7,1
2018,B,Bubanza,Bananier,730,904.3,24.5,2.04,0,0,152,5.54,11.3,1
2018,B,Cibitoke,Maïs,818,898.1,23.6,3.12,0,1,111,1.47,4.59,1
2018,B,Cibitoke,Haricot,751,626.8,24.0,1.11,1,0,106,0.83,0.92,1
2018,B,Cibitoke,Manioc,841,764.1,25.4,4.36,1,0,170,10.4,45.34,1
2018,B,Cibitoke,Patate douce,822,776.8,22.8,1.11,0,0,59,5.47,6.07,1
2018,B,Cibitoke,Sorgho,783,891.1,22.8,4.0,0,1,20,1.23,4.92,1
2018,B,Cibitoke,Bananier,808,704.6,24.2,3.13,0,0,119,5.64,17.65,1
2018,B,Makamba,Maïs,1096,694.2,22.3,3.33,1,0,151,1.39,4.63,1
2018,B,Makamba,Haricot,1053,725.3,23.1,3.2,0,0,65,0.6,1.92,1
2018,B,Makamba,Manioc,1062,827.2,22.6,0.4,0,0,79,8.2,3.28,1
2018,B,Makamba,Patate douce,1116,837.9,22.8,3.56,0,0,175,4.11,14.63,0
2018,B,Makamba,Sorgho,1054,571.3,23.7,3.21,0,1,128,1.03,3.31,1
2018,B,Makamba,Bananier,1056,768.6,22.3,0.7,0,0,168,6.67,4.67,1
2018,B,Rutana,Maïs,1209,786.0,20.4,2.9,1,0,21,1.39,4.03,1
2018,B,Rutana,Haricot,1158,751.7,20.9,4.1,1,0,105,0.77,3.16,1
2018,B,Rutana,Manioc,1181,746.7,22.2,0.84,0,0,106,7.17,6.02,1
2018,B,Rutana,Patate douce,1193,920.6,21.5,2.47,0,0,75,7.66,18.92,1
2018,B,Rutana,Sorgho,1204,575.9,23.8,2.99,1,1,63,1.13,3.38,1
2018,B,Rutana,Bananier,1224,595.0,21.3,1.56,1,0,25,7.26,11.33,1
2018,B,Ruyigi,Maïs,1388,752.8,22.5,1.3,0,0,99,,,
2018,B,Ruyigi,Haricot,1301,641.2,21.8,0.78,1,0,164,0.81,0.63,1
2018,B,Ruyigi,Manioc,1325,752.9,22.1,4.02,0,0,156,7.97,32.04,1
2018,B,Ruyigi,Patate douce,1386,801.5,22.1,4.02,1,0,131,8.29,33.33,1
2018,B,Ruyigi,Sorgho,1367,1079.6,21.0,4.0,0,1,51,1.23,4.92,1
2018,B,Ruyigi,Bananier,1340,698.0,19.8,1.33,1,0,63,6.91,9.19,1
2018,B,Cankuzo,Maïs,1381,903.6,21.9,3.97,0,0,140,1.17,4.64,1
2018,B,Cankuzo,Haricot,1415,776.5,20.0,3.45,0,0,60,0.77,2.66,1
2018,B,Cankuzo,Manioc,1441,846.6,20.9,2.74,0,0,24,9.01,24.69,1
2018,B,Cankuzo,Patate douce,1404,940.8,22.1,4.23,0,0,49,5.42,22.93,1
2018,B,Cankuzo,Sorgho,1379,638.5,21.0,2.91,,0,119,0.69,2.01,0
2018,B,Cankuzo,Bananier,1383,822.1,20.9,0.65,0,0,179,5.74,3.73,1
2018,B,Bururi,Maïs,1865,779.8,19.9,1.14,1,0,92,1.84,2.1,1
2018,B,Bururi,Haricot,1867,583.7,21.1,3.41,0,1,91,0.89,3.03,1
2018,B,Bururi,Manioc,1901,829.5,18.5,0.35,0,0,53,8.78,3.07,1
2018,B,Bururi,Patate douce,1925,703.2,19.9,3.33,0,0,95,4.42,14.72,0
2018,B,Bururi,Sorgho,1903,783.6,20.5,2.65,0,0,47,0.96,2.54,1
2018,B,Bururi,Bananier,1878,908.9,18.7,1.99,0,0,98,7.03,13.99,1
2019,A,Bujumbura Rural,Maïs,817,1059.4,24.9,1.69,0,0,115,1.28,2.16,1
2019,A,Bujumbura Rural,Haricot,813,880.6,22.3,2.98,1,1,156,1.31,3.9,1
2019,A,Bujumbura Rural,Manioc,803,907.8,23.6,4.34,1,1,149,14.4,62.5,1
2019,A,Bujumbura Rural,Patate douce,852,910.2,21.3,0.84,0,0,67,7.22,6.06,1
2019,A,Bujumbura Rural,Sorgho,890,858.5,22.6,2.72,1,1,132,1.42,3.86,1
2019,A,Bujumbura Rural,Bananier,831,906.0,21.5,3.99,0,0,88,6.21,24.78,1
2019,A,Gitega,Maïs,1781,970.5,19.3,3.76,0,0,60,1.67,6.28,1
2019,A,Gitega,Haricot,1762,823.4,21.1,0.48,0,0,175,0.88,0.42,1
2019,A,Gitega,Manioc,1782,924.6,19.5,2.37,0,0,109,9.23,21.88,1
2019,A,Gitega,Patate douce,1722,962.3,20.3,0.41,0,0,133,6.39,2.62,1
2019,A,Gitega,Sorgho,1740,1025.6,20.3,3.28,1,0,133,1.51,4.95,1
2019,A,Gitega,Bananier,1707,939.7,19.7,0.98,0,0,60,6.8,6.66,1
2019,A,Ngozi,Maïs,1609,921.9,20.5,1.45,0,0,23,1.59,2.31,1
2019,A,Ngozi,Haricot,1666,840.9,19.6,4.07,0,0,28,0.72,2.93,1
2019,A,Ngozi,Manioc,1625,1036.1,20.2,1.3,1,0,18,12.25,15.93,1
2019,A,Ngozi,Patate douce,1685,1001.2,20.6,2.05,1,0,158,8.81,18.06,1
2019,A,Ngozi,Sorgho,1650,989.0,20.3,1.2,0,0,117,1.12,1.34,1
2019,A,Ngozi,Bananier,1635,916.4,20.1,0.58,1,0,168,8.4,4.87,1
2019,A,Muyinga,Maïs,1522,1069.8,22.7,2.82,0,0,49,1.4,3.95,1
2019,A,Muyinga,Haricot,1511,1073.9,21.1,4.13,0,0,74,,,
2019,A,Muyinga,Manioc,1452,732.2,20.0,1.6,0,0,173,8.59,13.74,1
2019,A,Muyinga,Patate douce,1532,957.8,22.7,2.81,0,0,99,6.31,17.73,1
2019,A,Muyinga,Sorgho,1455,594.9,20.9,3.02,1,1,99,1.24,3.74,1
2019,A,Muyinga,Bananier,1537,,20.7,3.97,0,0,176,6.33,25.13,1
2019,A,Kirundo,Maïs,1404,1273.4,22.1,4.24,1,0,155,1.98,8.4,1
2019,A,Kirundo,Haricot,1419,678.3,21.5,2.08,0,0,162,0.66,1.37,1
2019,A,Kirundo,Manioc,1480,631.3,21.3,1.81,0,0,123,6.01,10.88,0
2019,A,Kirundo,Patate douce,1382,912.6,21.5,0.65,0,0,152,5.25,3.41,1
2019,A,Kirundo,Sorgho,1439,,21.8,2.66,0,0,135,0.94,2.5,1
2019,A,Kirundo,Bananier,1427,1173.1,19.4,4.25,0,0,140,7.44,31.62,1
2019,A,Kayanza,Maïs,1954,1009.5,19.5,4.21,1,0,80,2.07,8.71,1
2019,A,Kayanza,Haricot,1997,751.4,19.0,4.19,0,0,23,0.66,2.77,1
2019,A,Kayanza,Manioc,1953,891.7,18.4,1.4,0,0,80,8.58,12.01,1
2019,A,Kayanza,Patate douce,1961,1105.7,18.4,1.97,0,0,147,5.3,10.44,1
2019,A,Kayanza,Sorgho,2004,948.4,20.0,4.36,0,0,93,1.09,4.75,1
2019,A,Kayanza,Bananier,2023,751.6,19.4,0.9,,0,116,5.45,4.91,1
2019,A,Muramvya,Maïs,1812,986.3,20.0,3.22,0,0,125,1.58,5.09,1
2019,A,Muramvya,Haricot,1764,1040.3,18.7,1.08,1,0,64,1.24,1.34,1
2019,A,Muramvya,Manioc,1830,990.8,19.7,2.97,1,1,46,15.25,45.29,1
2019,A,Muramvya,Patate douce,1762,1046.4,20.8,4.31,0,0,25,,,
2019,A,Muramvya,Sorgho,1827,636.8,19.7,1.42,0,0,169,0.86,1.22,1
2019,A,Muramvya,Bananier,1796,,19.6,0.54,0,0,40,6.22,3.36,1
2019,A,Mwaro,Maïs,1917,1006.5,19.7,2.53,0,0,78,1.38,3.49,1
2019,A,Mwaro,Haricot,1924,1068.7,20.7,4.26,1,0,26,1.22,5.2,1
2019,A,Mwaro,Manioc,1929,851.4,19.1,2.87,1,0,136,13.35,38.31,1
2019,A,Mwaro,Patate douce,1924,926.7,19.2,3.98,0,0,23,4.76,18.94,1
2019,A,Mwaro,Sorgho,1986,1303.6,19.3,2.26,0,0,138,1.23,2.78,1
2019,A,Mwaro,Bananier,1911,869.5,21.6,0.42,0,0,113,7.76,3.26,1
2019,A,Bubanza,Maïs,790,1060.1,23.0,3.1,0,0,100,1.45,4.5,1
2019,A,Bubanza,Haricot,778,688.5,24.5,3.35,0,0,126,0.51,1.71,0
2019,A,Bubanza,Manioc,741,970.8,24.0,2.79,,0,47,12.97,36.19,1
2019,A,Bubanza,Patate douce,798,652.6,23.6,2.08,0,0,47,5.69,11.84,1
2019,A,Bubanza,Sorgho,780,1123.3,23.5,1.63,0,1,71,1.04,1.7,1
2019,A,Bubanza,Bananier,819,891.1,24.0,2.41,0,1,161,7.86,18.94,1
2019,A,Cibitoke,Maïs,840,932.9,23.1,3.7,1,0,72,1.54,5.7,1
2019,A,Cibitoke,Haricot,800,852.5,22.9,4.13,1,1,115,1.24,5.12,1
2019,A,Cibitoke,Manioc,846,856.3,23.4,3.35,1,0,155,10.65,35.68,1
2019,A,Cibitoke,Patate douce,840,931.3,22.8,2.72,0,0,68,6.79,18.47,1
2019,A,Cibitoke,Sorgho,751,734.4,24.7,0.73,0,0,124,0.74,0.54,0
2019,A,Cibitoke,Bananier,756,822.0,24.2,1.72,0,1,118,8.04,13.83,1
2019,A,Makamba,Maïs,1088,791.1,20.5,3.04,0,0,37,1.17,3.56,1
2019,A,Makamba,Haricot,1097,,22.7,0.81,0,0,72,0.6,0.49,1
2019,A,Makamba,Manioc,1085,885.7,22.0,2.79,0,0,126,8.33,23.24,1
2019,A,Makamba,Patate douce,1118,965.1,22.9,0.38,0,0,150,7.07,2.69,1
2019,A,Makamba,Sorgho,1141,980.1,21.1,3.46,1,0,45,1.29,4.46,1
2019,A,Makamba,Bananier,1065,1050.3,23.5,3.04,1,0,23,9.25,28.12,1
2019,A,Rutana,Maïs,1219,1066.9,23.9,3.06,1,1,147,2.13,6.52,1
2019,A,Rutana,Haricot,1190,853.1,19.7,1.78,0,0,40,0.64,1.14,1
2019,A,Rutana,Manioc,1168,838.7,23.5,4.32,0,0,106,7.84,33.87,1
2019,A,Rutana,Patate douce,1233,1102.7,22.6,0.65,1,0,51,8.19,5.32,1
2019,A,Rutana,Sorgho,1231,885.8,21.4,1.86,0,0,169,0.97,1.8,1
2019,A,Rutana,Bananier,1227,1102.4,21.9,2.53,0,0,99,7.57,19.15,1
2019,A,Ruyigi,Maïs,1334,1046.8,22.7,1.45,1,0,71,1.59,2.31,1
2019,A,Ruyigi,Haricot,1339,956.0,20.3,0.7,1,0,87,0.87,0.61,1
2019,A,Ruyigi,Manioc,1321,833.0,22.8,1.06,0,0,151,6.29,6.67,0
2019,A,Ruyigi,Patate douce,1387,840.2,20.9,0.83,0,0,28,5.77,4.79,1
2019,A,Ruyigi,Sorgho,1399,920.9,22.4,3.27,1,0,134,1.08,3.53,1
2019,A,Ruyigi,Bananier,1329,915.1,21.0,4.28,0,0,38,7.88,33.73,1
2019,A,Cankuzo,Maïs,1361,939.0,21.7,3.42,0,0,17,1.33,4.55,1
2019,A,Cankuzo,Haricot,1415,891.1,20.8,2.54,1,1,63,1.03,2.62,1
2019,A,Cankuzo,Manioc,1439,814.1,21.0,4.48,0,0,150,8.22,36.83,1
2019,A,Cankuzo,Patate douce,1447,890.0,20.6,0.62,0,0,28,5.9,3.66,1
2019,A,Cankuzo,Sorgho,1364,823.2,22.5,3.79,0,0,89,0.8,3.03,1
2019,A,Cankuzo,Bananier,1377,1014.2,23.0,4.33,0,0,133,5.86,25.37,1
2019,A,Bururi,Maïs,1850,862.4,19.4,1.79,1,0,62,1.89,3.38,1
2019,A,Bururi,Haricot,1869,952.7,18.3,0.33,0,0,135,0.94,0.31,1
2019,A,Bururi,Manioc,1873,851.0,19.6,4.46,0,0,50,7.93,35.37,1
2019,A,Bururi,Patate douce,1874,1045.5,19.7,2.07,1,1,65,11.18,23.14,1
2019,A,Bururi,Sorgho,1865,809.8,20.3,3.66,0,0,117,0.79,2.89,1
2019,A,Bururi,Bananier,1863,940.0,19.9,1.75,1,0,28,8.7,15.22,1
2019,B,Bujumbura Rural,Maïs,894,830.0,23.1,1.49,1,0,145,1.53,2.28,1
2019,B,Bujumbura Rural,Haricot,885,790.3,23.3,3.27,0,0,61,0.58,1.9,0
2019,B,Bujumbura Rural,Manioc,819,719.6,23.7,0.46,0,0,172,8.23,3.79,1
2019,B,Bujumbura Rural,Patate douce,829,903.1,23.4,0.56,0,1,43,7.87,4.41,1
2019,B,Bujumbura Rural,Sorgho,853,718.2,24.9,1.06,1,0,88,0.79,0.84,1
2019,B,Bujumbura Rural,Bananier,846,752.0,23.0,3.11,0,0,107,6.18,19.22,1
2019,B,Gitega,Maïs,1757,691.9,19.8,1.46,0,1,42,1.8,2.63,1
2019,B,Gitega,Haricot,1773,871.4,20.3,2.17,1,0,173,1.07,2.32,1
2019,B,Gitega,Manioc,1715,692.1,20.2,0.84,0,0,158,9.96,8.37,1
2019,B,Gitega,Patate douce,1698,714.9,19.4,4.3,0,0,85,5.58,23.99,1
2019,B,Gitega,Sorgho,1762,999.2,20.9,1.1,0,0,151,1.32,1.45,1
2019,B,Gitega,Bananier,1789,557.4,19.2,1.17,1,0,166,8.06,9.43,1
2019,B,Ngozi,Maïs,1658,586.7,20.4,1.39,0,0,83,1.15,1.6,1
2019,B,Ngozi,Haricot,1618,725.0,21.2,0.86,0,1,78,0.93,0.8,1
2019,B,Ngozi,Manioc,1683,669.0,21.3,1.85,1,0,155,10.38,19.2,1
2019,B,Ngozi,Patate douce,1680,800.5,21.0,1.22,0,0,19,4.56,5.56,0
2019,B,Ngozi,Sorgho,1699,609.2,19.7,3.19,0,0,175,0.85,2.71,1
2019,B,Ngozi,Bananier,1674,652.4,19.3,1.96,0,0,126,4.76,9.33,0
2019,B,Muyinga,Maïs,1473,561.0,21.5,1.04,0,0,61,0.96,1.0,0
2019,B,Muyinga,Haricot,1527,724.6,21.1,2.09,0,0,118,0.81,1.69,1
2019,B,Muyinga,Manioc,1451,660.4,20.7,0.39,0,0,179,8.23,3.21,1
2019,B,Muyinga,Patate douce,1526,719.8,23.0,4.32,1,0,101,7.31,31.58,1
2019,B,Muyinga,Sorgho,1547,641.8,20.5,0.99,,0,29,1.21,1.2,1
2019,B,Muyinga,Bananier,1519,719.5,20.7,3.81,1,0,21,8.92,33.99,1
2019,B,Kirundo,Maïs,1416,767.7,22.9,1.92,0,0,43,0.63,1.21,0
2019,B,Kirundo,Haricot,1389,751.3,21.1,4.18,0,0,169,0.61,2.55,1
2019,B,Kirundo,Manioc,1403,711.6,20.9,3.1,1,0,104,11.26,34.91,1
2019,B,Kirundo,Patate douce,1471,682.7,21.5,3.92,0,0,52,4.22,16.54,0
2019,B,Kirundo,Sorgho,1480,920.8,20.8,0.78,0,0,52,1.18,0.92,1
2019,B,Kirundo,Bananier,1434,911.8,19.1,2.83,0,0,77,6.77,19.16,1
2019,B,Kayanza,Maïs,2013,578.8,19.0,1.92,0,0,162,1.27,2.44,1
2019,B,Kayanza,Haricot,1976,579.0,19.6,2.65,0,0,30,0.72,1.91,1
2019,B,Kayanza,Manioc,2049,797.1,18.6,0.91,0,0,122,8.3,7.55,1
2019,B,Kayanza,Patate douce,2040,949.0,20.0,3.22,0,1,42,8.57,27.6,1
2019,B,Kayanza,Sorgho,1970,852.4,19.6,0.63,1,0,121,1.47,0.93,1
2019,B,Kayanza,Bananier,1988,810.8,18.1,2.16,0,1,43,7.9,17.06,1
2019,B,Muramvya,Maïs,1846,781.1,20.3,1.96,0,0,131,1.11,2.18,1
2019,B,Muramvya,Haricot,1804,689.4,20.6,0.69,0,0,69,0.73,0.5,1
2019,B,Muramvya,Manioc,1845,888.6,19.7,0.62,0,0,179,7.94,4.92,1
2019,B,Muramvya,Patate douce,1784,806.3,20.3,2.83,0,1,87,7.38,20.89,1
2019,B,Muramvya,Sorgho,1751,753.6,19.5,2.62,0,1,83,1.38,3.62,1
2019,B,Muramvya,Bananier,1756,816.4,19.4,0.34,0,0,116,7.88,2.68,1
2019,B,Mwaro,Maïs,1945,,19.3,0.71,0,0,40,1.2,0.85,1
2019,B,Mwaro,Haricot,1904,753.8,19.5,2.25,0,1,74,1.03,2.32,1
2019,B,Mwaro,Manioc,1998,697.7,16.9,2.41,0,0,148,8.41,20.27,1
2019,B,Mwaro,Patate douce,1955,719.4,20.7,3.17,1,0,170,7.68,24.35,1
2019,B,Mwaro,Sorgho,1963,772.7,19.5,3.52,1,0,37,1.26,4.44,1
2019,B,Mwaro,Bananier,1973,759.7,19.2,1.05,0,0,136,6.34,6.66,1
2019,B,Bubanza,Maïs,747,958.0,22.7,2.35,0,1,119,1.66,3.9,1
2019,B,Bubanza,Haricot,770,536.2,22.6,2.42,1,0,173,0.84,2.03,1
2019,B,Bubanza,Manioc,819,718.2,23.2,3.88,1,1,117,13.38,51.91,1
2019,B,Bubanza,Patate douce,789,655.1,22.3,2.25,1,0,116,5.9,13.28,1
2019,B,Bubanza,Sorgho,770,636.1,24.3,1.19,0,1,131,0.98,1.17,1
2019,B,Bubanza,Bananier,734,723.2,24.9,0.56,0,0,69,5.53,3.1,1
2019,B,Cibitoke,Maïs,837,646.0,23.5,1.04,1,1,35,1.61,1.67,1
2019,B,Cibitoke,Haricot,783,861.9,23.5,4.06,0,0,65,0.67,2.72,1
2019,B,Cibitoke,Manioc,838,768.3,21.2,2.13,0,0,158,8.39,17.87,1
2019,B,Cibitoke,Patate douce,791,579.7,22.6,3.38,0,1,132,5.16,17.44,1
2019,B,Cibitoke,Sorgho,836,,23.8,0.32,0,0,130,0.64,0.2,0
2019,B,Cibitoke,Bananier,839,612.9,22.7,1.89,1,0,162,7.31,13.82,1
2019,B,Makamba,Maïs,1088,817.6,21.8,3.94,0,0,131,1.0,3.94,0
2019,B,Makamba,Haricot,1092,771.6,22.7,2.1,1,0,153,0.88,1.85,1
2019,B,Makamba,Manioc,1137,650.1,22.5,2.91,0,0,37,7.66,22.29,1
2019,B,Makamba,Patate douce,1113,680.6,22.3,2.59,0,0,23,4.34,11.24,0
2019,B,Makamba,Sorgho,1149,632.0,22.4,1.12,0,0,133,,,
2019,B,Makamba,Bananier,1097,820.3,22.5,1.42,,0,121,5.28,7.5,1
2019,B,Rutana,Maïs,1154,783.6,22.2,1.87,0,0,168,1.05,1.96,1
2019,B,Rutana,Haricot,1200,783.7,22.4,3.78,0,0,47,0.75,2.83,1
2019,B,Rutana,Manioc,1201,827.5,21.4,2.14,1,0,144,12.17,26.04,1
2019,B,Rutana,Patate douce,1220,817.6,22.3,0.69,1,1,166,9.98,6.89,1
2019,B,Rutana,Sorgho,1160,706.0,22.1,3.38,0,0,106,0.85,2.87,1
2019,B,Rutana,Bananier,1242,863.7,22.1,3.54,0,0,51,5.04,17.84,0
